round_id,coder_id,handle,attended,num_submissions,point_total,provisional_placed,system_point_total,placed,rated_ind,old_rating,new_rating,num_ratings,duration,first_submission_time,last_submission_time,prov_score_norm,fin_score_norm,old_rating_norm,prov_rank_norm,fin_rank_norm,old_rating_rank_norm,submission_freq,predictability_prov,predictability_fin,predictability_norm_score,new_minus_old_rating,dev_from_predicted_prov,dev_from_predicted_fin,prov_score_norm_distance,fin_score_norm_distance,num_nonmissing_prov,num_nonmissing_fin,num_nonmissing_numsubmissions,num_nonmissing_oldrating,num_prev_ratings,first_complexity,last_complexity,num_nonmissing_firstcomp,num_nonmissing_lastcomp,first_submission_lines,sum_insertions,sum_code_lines,last_submission_lines,num_nonmissing_sumcodelines,newcomer,num_contestants,contestant_registrant_ratio,average_experience,engagement_barrier,scoring_complexity,provisional_testing,task_type,target,improve,scoring_type,stratum
13565,7213681,wleite,Y,3,77.0,3.0,389.0,1.0,1,2287.0,2323.0,23,162.0,3429468219,3430051118,0.8953488372093024,1.0,1.0,0.974025974025974,1.0,1.0,0.018518518518518517,0.974025974025974,1.0,0.8953488372093024,36.0,-0.025974025974025983,0.0,0.10465116279069764,0.0,77,77,77,60,22,108.0,162.0,63.0,63.0,324.0,172.0,496.0,434.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0
12198,7213681,wleite,Y,6,67.94,9.0,758.92,9.0,1,2373.0,2322.0,16,156.0,3416186332,3416745482,0.8098700679461199,0.8070182900893237,0.9809838776353865,0.7894736842105263,0.7894736842105263,0.9629629629629629,0.038461538461538464,0.8265107212475634,0.8265107212475634,0.8288861903107334,-51.0,-0.17348927875243658,-0.17348927875243658,0.19012993205388007,0.1929817099106763,38,38,38,27,15,58.0,98.0,30.0,30.0,241.0,514.0,755.0,323.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
12200,7213681,wleite,Y,3,92.26,7.0,459.66,6.0,1,2296.0,2293.0,18,157.0,3418602550,3419164469,0.9371254443880143,0.9498088645521232,0.9224588188027321,0.8695652173913043,0.8913043478260869,0.918918918918919,0.01910828025477707,0.9506462984723854,0.972385428907168,0.9853333744147178,-3.0,-0.049353701527614646,-0.027614571092832052,0.06287455561198574,0.05019113544787679,46,46,46,37,17,204.0,203.0,37.0,37.0,487.0,861.0,1348.0,483.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
13565,7527926,Softwalker,Y,1,33.0,23.0,161.0,24.0,1,1138.0,1179.0,27,162.0,3429468219,3430051118,0.38372093023255816,0.4138817480719794,0.4975951027547005,0.7012987012987013,0.7012987012987013,0.5166666666666667,0.006172839506172839,0.8153679653679654,0.8153679653679654,0.8861258274778576,41.0,0.1846320346320346,0.1846320346320346,0.6162790697674418,0.5861182519280206,77,77,77,60,26,108.0,108.0,63.0,63.0,179.0,0.0,179.0,179.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0
12200,7527926,Softwalker,Y,4,15.7,24.0,75.87,24.0,1,997.0,1058.0,23,157.0,3418602550,3419164469,0.15947181310309802,0.1567723938423391,0.40056247488951385,0.5,0.5,0.1891891891891892,0.025477707006369428,0.6891891891891893,0.6891891891891893,0.7589093382135842,61.0,0.3108108108108108,0.3108108108108108,0.840528186896902,0.8432276061576609,46,46,46,37,22,375.0,385.0,37.0,37.0,338.0,67.0,405.0,381.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
13565,8400878,shinh,Y,3,48.0,11.0,217.0,11.0,1,1485.0,1570.0,5,162.0,3429468219,3430051118,0.5581395348837209,0.5578406169665809,0.6493222562308701,0.8701298701298701,0.8701298701298701,0.8666666666666667,0.018518518518518517,0.9965367965367966,0.9965367965367966,0.9088172786528508,85.0,0.0034632034632033903,0.0034632034632033903,0.4418604651162791,0.44215938303341906,77,77,77,60,4,159.0,166.0,63.0,63.0,608.0,80.0,688.0,648.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0
12200,8400878,shinh,Y,13,91.24,10.0,452.79,10.0,1,1779.0,1830.0,3,157.0,3418602550,3419164469,0.9267648552564753,0.9356131831800807,0.7147448774608276,0.8043478260869565,0.8043478260869565,0.7027027027027027,0.08280254777070063,0.8983548766157462,0.8983548766157462,0.7879800222043523,51.0,0.1016451233842538,0.1016451233842538,0.07323514474352466,0.06438681681991931,46,46,46,37,2,233.0,483.0,37.0,37.0,823.0,1905.0,2728.0,1839.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
13565,15635590,Nickolas,Y,2,38.0,17.0,172.0,21.0,1,1393.0,1406.0,11,162.0,3429468219,3430051118,0.4418604651162791,0.442159383033419,0.6090948841276782,0.7857142857142857,0.7402597402597403,0.8,0.012345679012345678,0.9857142857142857,0.9402597402597402,0.8327655809886009,13.0,-0.014285714285714346,-0.05974025974025976,0.5581395348837209,0.557840616966581,77,77,77,60,10,55.0,70.0,63.0,63.0,178.0,45.0,223.0,223.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0
12198,15635590,Nickolas,Y,5,24.01,20.0,270.56,20.0,1,1232.0,1289.0,8,156.0,3416186332,3416745482,0.28620812969364645,0.2877073585708209,0.5093013642000827,0.5,0.5,0.18518518518518517,0.03205128205128205,0.6851851851851851,0.6851851851851851,0.7769067654935637,57.0,0.3148148148148148,0.3148148148148148,0.7137918703063535,0.712292641429179,38,38,38,27,7,36.0,45.0,30.0,30.0,252.0,211.0,463.0,276.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
13565,15781032,brajeshlkw,Y,6,22.0,41.0,109.0,36.0,1,1405.0,1360.0,38,162.0,3429468219,3430051118,0.2558139534883721,0.2802056555269923,0.6143419326628772,0.4675324675324675,0.538961038961039,0.8166666666666667,0.037037037037037035,0.6508658008658008,0.7222943722943723,0.6414720208254949,-45.0,-0.34913419913419913,-0.2777056277056277,0.7441860465116279,0.7197943444730077,77,77,77,60,37,,,63.0,63.0,,,,,,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0
12198,15781032,brajeshlkw,Y,7,19.31,21.0,210.04,21.0,1,1579.0,1557.0,30,156.0,3416186332,3416745482,0.23018238169030872,0.22335176520629518,0.65274906986358,0.47368421052631576,0.47368421052631576,0.6296296296296297,0.04487179487179487,0.8440545808966862,0.8440545808966862,0.5774333118267287,-22.0,-0.1559454191033139,-0.1559454191033139,0.7698176183096913,0.7766482347937048,38,38,38,27,29,,,30.0,30.0,,,,,,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0
